EC,cofactor_id,External Dependence,Substitution Logic,Inhibitor,in_kegg,in_expasy,in_pdbe,comment_kegg,ec_names,comment_expasy,HET,cpdsViaHETs,in_ebi,cofactor_ebi,cofactor_expasy,cofactor_pdbe,match_via_ebi_cofactor,match_via_expasy_cofactor,match_via_kegg,match_via_pdbe_cofactor,source_ebi,EC3_description,EC_cpds,cofactorCIDsInEC,cofactorCIDsInEC_count
1.14.19.20,NAD/NADP,TRUE,,,,,TRUE,"This enzyme, found in eukaryotic organisms, catalyses the introduction of a double bond between the C5 and C6 carbons of the B ring of Delta7-sterols, to yield the corresponding Delta5,7-sterols. The enzymes from yeast, plants and vertebrates act on avenasterol, episterol, and lathosterol, respectively. The enzyme is located at the endoplasmic reticulum and is membrane bound.","['Delta7-sterol 5(6)-desaturase', 'lathosterol oxidase', 'Delta7-sterol Delta5-dehydrogenase', 'Delta7-sterol 5-desaturase', 'Delta7-sterol-C5(6)-desaturase', '5-DES', 'SC5DL (gene name)', 'ERG3 (gene name)']",,"['0WD', '1DG', '3AA', '3CD', '6V0', '8ID', 'A3D', 'AP0', 'CND', 'DG1', 'DN4', 'EAD', 'ENA', 'LNC', 'N01', 'NA0', 'NAD', 'NAE', 'NAI', 'NAJ', 'NAP', 'NAQ', 'NAX', 'NBD', 'NBP', 'NDC', 'NDE', 'NDO', 'NDP', 'NHD', 'NPW', 'ODP', 'P1H', 'PAD', 'SAD', 'SAE', 'SND', 'TAD', 'TAP', 'TDT', 'TXD', 'TXE', 'TXP', 'ZID']","['C00003', 'C00004', 'C00003', 'C00006', 'C04856', 'C00005', 'C04899']",,,,Nicotinamide-adenine dinucleotide,,,,Nicotinamide-adenine dinucleotide,,With oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water.,"['C00001', 'C00007', 'C00080', 'C00996', 'C00999', 'C01164', 'C01189', 'C15777', 'C15778', 'C15780', 'C15782', 'C15783']",[],0
1.14.19.3,NAD/NADP,TRUE,,,,,TRUE,"An iron protein. The enzyme introduces a cis double bond at carbon 6 of acyl-CoAs. It is a front-end desaturase, introducing the new double bond between a pre-existing double bond and the carboxyl-end of the fatty acid. The human enzyme has a broad substrate range. It also acts on palmitoyl-CoA, generating sapienoyl-CoA [4], and on (9Z,12Z,15Z,18Z,21Z)-tetracosa-9,12,15,18,21-pentaenoyl-CoA, converting it to (6Z,9Z,12Z,15Z,18Z,21Z)-tetracosa-6,9,12,15,18,21-hexaenoyl-CoA as part of a pathway that produces docosahexaenoate [3]. The enzyme contains a cytochrome b5 domain that is assumed to act in vivo as the electron donor to the active site of the desaturase.","['acyl-CoA 6-desaturase', 'Delta6-desaturase', 'Delta6-fatty acyl-CoA desaturase', 'Delta6-acyl CoA desaturase', 'fatty acid Delta6-desaturase', 'fatty acid 6-desaturase', 'linoleate desaturase', 'linoleic desaturase', 'linoleic acid desaturase', 'linoleoyl CoA desaturase', 'linoleoyl-coenzyme A desaturase', 'long-chain fatty acid Delta6-desaturase', 'linoleoyl-CoA,hydrogen-donor:oxygen oxidoreductase', 'linoleoyl-CoA desaturase', 'FADS2 (gene name)']",,"['0WD', '1DG', '3AA', '3CD', '6V0', '8ID', 'A3D', 'AP0', 'CND', 'DG1', 'DN4', 'EAD', 'ENA', 'LNC', 'N01', 'NA0', 'NAD', 'NAE', 'NAI', 'NAJ', 'NAP', 'NAQ', 'NAX', 'NBD', 'NBP', 'NDC', 'NDE', 'NDO', 'NDP', 'NHD', 'NPW', 'ODP', 'P1H', 'PAD', 'SAD', 'SAE', 'SND', 'TAD', 'TAP', 'TDT', 'TXD', 'TXE', 'TXP', 'ZID']","['C00003', 'C00004', 'C00003', 'C00006', 'C04856', 'C00005', 'C04899']",,,,Nicotinamide-adenine dinucleotide,,,,Nicotinamide-adenine dinucleotide,,With oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water.,"['C00001', 'C00007', 'C00028', 'C00030', 'C00080', 'C00154', 'C00510', 'C00996', 'C00999', 'C01595', 'C02050', 'C03035', 'C03595', 'C06426', 'C16162', 'C16163', 'C16164', 'C16167', 'C16168', 'C16171', 'C16172', 'C16179', 'C16180', 'C16530', 'C21935', 'C21937', 'C21943']",[],0
1.14.99.14,NAD/NADP,TRUE,,,,,TRUE,,"['progesterone 11alpha-monooxygenase', 'progesterone 11alpha-hydroxylase']",,"['0WD', '1DG', '3AA', '3CD', '6V0', '8ID', 'A3D', 'AP0', 'CND', 'DG1', 'DN4', 'EAD', 'ENA', 'LNC', 'N01', 'NA0', 'NAD', 'NAE', 'NAI', 'NAJ', 'NAP', 'NAQ', 'NAX', 'NBD', 'NBP', 'NDC', 'NDE', 'NDO', 'NDP', 'NHD', 'NPW', 'ODP', 'P1H', 'PAD', 'SAD', 'SAE', 'SND', 'TAD', 'TAP', 'TDT', 'TXD', 'TXE', 'TXP', 'ZID']","['C00003', 'C00004', 'C00003', 'C00006', 'C04856', 'C00005', 'C04899']",,,,Nicotinamide-adenine dinucleotide,,,,Nicotinamide-adenine dinucleotide,,Miscellaneous.,"['C00001', 'C00007', 'C00028', 'C00030', 'C00410', 'C03747']",[],0
1.14.99.15,NAD/NADP,TRUE,,,,,TRUE,"The bacterial enzyme consists of a ferredoxin-type protein and an iron-sulfur flavoprotein (FMN). Also acts on 4-ethoxybenzoate, N-methyl-4-aminobenzoate and toluate. The fungal enzyme acts best on veratrate.","['4-methoxybenzoate monooxygenase (O-demethylating)', '4-methoxybenzoate 4-monooxygenase (O-demethylating)', '4-methoxybenzoate O-demethylase', 'p-anisic O-demethylase', 'piperonylate-4-O-demethylase']",,"['0WD', '1DG', '3AA', '3CD', '6V0', '8ID', 'A3D', 'AP0', 'CND', 'DG1', 'DN4', 'EAD', 'ENA', 'LNC', 'N01', 'NA0', 'NAD', 'NAE', 'NAI', 'NAJ', 'NAP', 'NAQ', 'NAX', 'NBD', 'NBP', 'NDC', 'NDE', 'NDO', 'NDP', 'NHD', 'NPW', 'ODP', 'P1H', 'PAD', 'SAD', 'SAE', 'SND', 'TAD', 'TAP', 'TDT', 'TXD', 'TXE', 'TXP', 'ZID']","['C00003', 'C00004', 'C00003', 'C00006', 'C04856', 'C00005', 'C04899']",,,,Nicotinamide-adenine dinucleotide,,,,Nicotinamide-adenine dinucleotide,,Miscellaneous.,"['C00001', 'C00007', 'C00028', 'C00030', 'C00067', 'C00156', 'C02519']",[],0
1.14.99.20,NAD/NADP,TRUE,,,,,TRUE,,"['phylloquinone monooxygenase (2,3-epoxidizing)', 'phylloquinone epoxidase', 'vitamin K 2,3-epoxidase', 'vitamin K epoxidase', 'vitamin K1 epoxidase']",,"['0WD', '1DG', '3AA', '3CD', '6V0', '8ID', 'A3D', 'AP0', 'CND', 'DG1', 'DN4', 'EAD', 'ENA', 'LNC', 'N01', 'NA0', 'NAD', 'NAE', 'NAI', 'NAJ', 'NAP', 'NAQ', 'NAX', 'NBD', 'NBP', 'NDC', 'NDE', 'NDO', 'NDP', 'NHD', 'NPW', 'ODP', 'P1H', 'PAD', 'SAD', 'SAE', 'SND', 'TAD', 'TAP', 'TDT', 'TXD', 'TXE', 'TXP', 'ZID']","['C00003', 'C00004', 'C00003', 'C00006', 'C04856', 'C00005', 'C04899']",,,,Nicotinamide-adenine dinucleotide,,,,Nicotinamide-adenine dinucleotide,,Miscellaneous.,"['C00001', 'C00007', 'C00028', 'C00030', 'C02059', 'C05849']",[],0
1.14.99.21,NAD/NADP,TRUE,,,,,TRUE,"A flavoprotein. Latia is a bioluminescent mollusc. The reaction possibly involves two enzymes, an oxygenase followed by a monooxygenase for the actual light-emitting step.","['Latia-luciferin monooxygenase (demethylating)', 'luciferase (Latia luciferin)', 'Latia luciferin monooxygenase (demethylating)']",,"['0WD', '1DG', '3AA', '3CD', '6V0', '8ID', 'A3D', 'AP0', 'CND', 'DG1', 'DN4', 'EAD', 'ENA', 'LNC', 'N01', 'NA0', 'NAD', 'NAE', 'NAI', 'NAJ', 'NAP', 'NAQ', 'NAX', 'NBD', 'NBP', 'NDC', 'NDE', 'NDO', 'NDP', 'NHD', 'NPW', 'ODP', 'P1H', 'PAD', 'SAD', 'SAE', 'SND', 'TAD', 'TAP', 'TDT', 'TXD', 'TXE', 'TXP', 'ZID']","['C00003', 'C00004', 'C00003', 'C00006', 'C04856', 'C00005', 'C04899']",,,,Nicotinamide-adenine dinucleotide,,,,Nicotinamide-adenine dinucleotide,,Miscellaneous.,"['C00001', 'C00007', 'C00011', 'C00028', 'C00030', 'C00058', 'C00205', 'C02293', 'C03527']",[],0
1.14.99.22,NAD/NADP,TRUE,,,TRUE,,TRUE,An enzyme from insect fat body or malpighian tubules involving a heme-thiolate protein (P-450). NADPH can act as ultimate hydrogen donor.,"['ecdysone 20-monooxygenase', 'alpha-ecdysone C-20 hydroxylase', 'ecdysone 20-hydroxylase']",,"['0WD', '1DG', '3AA', '3CD', '6V0', '8ID', 'A3D', 'AP0', 'CND', 'DG1', 'DN4', 'EAD', 'ENA', 'LNC', 'N01', 'NA0', 'NAD', 'NAE', 'NAI', 'NAJ', 'NAP', 'NAQ', 'NAX', 'NBD', 'NBP', 'NDC', 'NDE', 'NDO', 'NDP', 'NHD', 'NPW', 'ODP', 'P1H', 'PAD', 'SAD', 'SAE', 'SND', 'TAD', 'TAP', 'TDT', 'TXD', 'TXE', 'TXP', 'ZID']","['C00003', 'C00004', 'C00003', 'C00006', 'C04856', 'C00005', 'C04899']",,,,Nicotinamide-adenine dinucleotide,,,"['heme', 'NAD']",Nicotinamide-adenine dinucleotide,,Miscellaneous.,"['C00001', 'C00007', 'C00028', 'C00030', 'C00477', 'C02633']",[],0
1.14.99.24,NAD/NADP,TRUE,,,,,TRUE,An enzyme system involving a flavoprotein (FMN) and two iron-sulfur proteins.,"['steroid 9alpha-monooxygenase', 'steroid 9alpha-hydroxylase']",,"['0WD', '1DG', '3AA', '3CD', '6V0', '8ID', 'A3D', 'AP0', 'CND', 'DG1', 'DN4', 'EAD', 'ENA', 'LNC', 'N01', 'NA0', 'NAD', 'NAE', 'NAI', 'NAJ', 'NAP', 'NAQ', 'NAX', 'NBD', 'NBP', 'NDC', 'NDE', 'NDO', 'NDP', 'NHD', 'NPW', 'ODP', 'P1H', 'PAD', 'SAD', 'SAE', 'SND', 'TAD', 'TAP', 'TDT', 'TXD', 'TXE', 'TXP', 'ZID']","['C00003', 'C00004', 'C00003', 'C00006', 'C04856', 'C00005', 'C04899']",,,,Nicotinamide-adenine dinucleotide,,,,Nicotinamide-adenine dinucleotide,,Miscellaneous.,"['C00001', 'C00007', 'C00028', 'C00030', 'C04084', 'C04379']",[],0
1.14.99.26,NAD/NADP,TRUE,,,,,TRUE,"Also oxidizes 2,5-dihydroxypyridine, but does not act on 3-hydroxypyridine, 4-hydroxypyridine or 2,6-dihydroxypyridine.","['2-hydroxypyridine 5-monooxygenase', '2-hydroxypyridine oxygenase']",,"['0WD', '1DG', '3AA', '3CD', '6V0', '8ID', 'A3D', 'AP0', 'CND', 'DG1', 'DN4', 'EAD', 'ENA', 'LNC', 'N01', 'NA0', 'NAD', 'NAE', 'NAI', 'NAJ', 'NAP', 'NAQ', 'NAX', 'NBD', 'NBP', 'NDC', 'NDE', 'NDO', 'NDP', 'NHD', 'NPW', 'ODP', 'P1H', 'PAD', 'SAD', 'SAE', 'SND', 'TAD', 'TAP', 'TDT', 'TXD', 'TXE', 'TXP', 'ZID']","['C00003', 'C00004', 'C00003', 'C00006', 'C04856', 'C00005', 'C04899']",,,,Nicotinamide-adenine dinucleotide,,,,Nicotinamide-adenine dinucleotide,,Miscellaneous.,"['C00001', 'C00007', 'C00028', 'C00030', 'C01059', 'C02502']",[],0
1.14.99.57,NAD/NADP,TRUE,,,TRUE,,,"The enzyme, characterized from the bacterium Mycobacterium tuberculosis, is involved in heme degradation and iron utilization. The enzyme binds two stacked protoheme molecules per monomer. Unlike the canonical heme oxygenases, the enzyme does not release carbon monoxide or formaldehyde. Instead, it forms unique products, named mycobilins, that retain the alpha-meso-carbon at the ring cleavage site as an aldehyde group. EC 1.6.2.4, NADPH-hemoprotein reductase, can act as electron donor in vitro.","['heme oxygenase (mycobilin-producing)', 'mhuD (gene name)']",,,,,,,,,,"['heme', 'NAD', 'iron']",,,Miscellaneous.,"['C00001', 'C00007', 'C00028', 'C00030', 'C00032', 'C14818', 'C21624', 'C21625']",[],0
1.2.3.1,NAD/NADP,TRUE,,,,,TRUE,"Contains molybdenum, [2Fe-2S] centres and FAD. The enzyme from liver exhibits a broad substrate specificity, and is involved in the metabolism of xenobiotics, including the oxidation of N-heterocycles and aldehydes and the reduction of N-oxides, nitrosamines, hydroxamic acids, azo dyes, nitropolycyclic aromatic hydrocarbons, and sulfoxides [4,6]. The enzyme is also responsible for the oxidation of retinal, an activity that was initially attributed to a distinct enzyme (EC 1.2.3.11, retinal oxidase) [5,7].","['aldehyde oxidase', 'quinoline oxidase', 'retinal oxidase']",,"['0WD', '1DG', '3AA', '3CD', '6V0', '8ID', 'A3D', 'AP0', 'CND', 'DG1', 'DN4', 'EAD', 'ENA', 'LNC', 'N01', 'NA0', 'NAD', 'NAE', 'NAI', 'NAJ', 'NAP', 'NAQ', 'NAX', 'NBD', 'NBP', 'NDC', 'NDE', 'NDO', 'NDP', 'NHD', 'NPW', 'ODP', 'P1H', 'PAD', 'SAD', 'SAE', 'SND', 'TAD', 'TAP', 'TDT', 'TXD', 'TXE', 'TXP', 'ZID']","['C00003', 'C00004', 'C00003', 'C00006', 'C04856', 'C00005', 'C04899']",,,,Nicotinamide-adenine dinucleotide,,,,Nicotinamide-adenine dinucleotide,,With oxygen as acceptor.,"['C00001', 'C00007', 'C00027', 'C00060', 'C00071', 'C00080', 'C00250', 'C00376', 'C00628', 'C00777', 'C00847', 'C02170', 'C02918', 'C05585', 'C05634', 'C05635', 'C05842', 'C05843', 'C06002', 'C15493', 'C16610', 'C16612', 'C16681']",[],0
1.2.4.4,NAD/NADP,TRUE,,,,,TRUE,"Contains thiamine diphosphate. It acts not only on 3-methyl-2-oxobutanaoate, but also on 4-methyl-2-oxopentanoate and (S)-3-methyl-2-oxopentanoate, so that it acts on the 2-oxo acids that derive from the action of transaminases on valine, leucine and isoleucine. It is a component of the multienzyme 3-methyl-2-oxobutanoate dehydrogenase complex in which multiple copies of it are bound to a core of molecules of EC 2.3.1.168, dihydrolipoyllysine-residue (2-methylpropanoyl)transferase, which also binds multiple copies of EC 1.8.1.4, dihydrolipoyl dehydrogenase. It does not act on free lipoamide or lipoyllysine, but only on the lipoyllysine residue in EC 2.3.1.168.","['3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring)', '2-oxoisocaproate dehydrogenase', '2-oxoisovalerate (lipoate) dehydrogenase', '3-methyl-2-oxobutanoate dehydrogenase (lipoamide)', '3-methyl-2-oxobutanoate:lipoamide oxidoreductase (decarboxylating and acceptor-2-methylpropanoylating)', 'alpha-keto-alpha-methylvalerate dehydrogenase', 'alpha-ketoisocaproate dehydrogenase', 'alpha-ketoisocaproic dehydrogenase', 'alpha-ketoisocaproic-alpha-keto-alpha-methylvaleric dehydrogenase', 'alpha-ketoisovalerate dehydrogenase', 'alpha-oxoisocaproate dehydrogenase', 'BCKDH (ambiguous)', 'BCOAD', 'branched chain keto acid dehydrogenase', 'branched-chain (-2-oxoacid) dehydrogenase (BCD)', 'branched-chain 2-keto acid dehydrogenase', 'branched-chain 2-oxo acid dehydrogenase', 'branched-chain alpha-keto acid dehydrogenase', 'branched-chain alpha-oxo acid dehydrogenase', 'branched-chain keto acid dehydrogenase', 'branched-chain ketoacid dehydrogenase', 'dehydrogenase, 2-oxoisovalerate (lipoate)', 'dehydrogenase, branched chain alpha-keto acid']",,"['0WD', '1DG', '3AA', '3CD', '6V0', '8ID', 'A3D', 'AP0', 'CND', 'DG1', 'DN4', 'EAD', 'ENA', 'LNC', 'N01', 'NA0', 'NAD', 'NAE', 'NAI', 'NAJ', 'NAP', 'NAQ', 'NAX', 'NBD', 'NBP', 'NDC', 'NDE', 'NDO', 'NDP', 'NHD', 'NPW', 'ODP', 'P1H', 'PAD', 'SAD', 'SAE', 'SND', 'TAD', 'TAP', 'TDT', 'TXD', 'TXE', 'TXP', 'ZID']","['C00003', 'C00004', 'C00003', 'C00006', 'C04856', 'C00005', 'C04899']",,,,Nicotinamide-adenine dinucleotide,,,,Nicotinamide-adenine dinucleotide,,With a disulfide as acceptor.,"['C00011', 'C00068', 'C00109', 'C00141', 'C00233', 'C00671', 'C15972', 'C15974', 'C15975', 'C15976', 'C15977', 'C15978', 'C15979', 'C21017', 'C21018']",[],0
1.2.5.3,NAD/NADP,TRUE,,,,,TRUE,"This enzyme, found in carboxydotrophic bacteria, catalyses the oxidation of CO to CO2 under aerobic conditions. The enzyme contains a binuclear Mo-Cu cluster in which the copper is ligated to a molybdopterin center via a sulfur bridge. The enzyme also contains two [2Fe-2S] clusters and FAD, and belongs to the xanthine oxidoreductase family. The CO2 that is produced is assimilated by the Calvin-Benson-Basham cycle, while the electrons are transferred to a quinone via the FAD site, and continue through the electron transfer chain to a dioxygen terminal acceptor [5]. cf. EC 1.2.7.4, anaerobic carbon monoxide dehydrogenase.","['aerobic carbon monoxide dehydrogenase', 'MoCu-CODH', 'coxSML (gene names)', 'molybdoenzyme carbon monoxide dehydrogenase']",,"['0WD', '1DG', '3AA', '3CD', '6V0', '8ID', 'A3D', 'AP0', 'CND', 'DG1', 'DN4', 'EAD', 'ENA', 'LNC', 'N01', 'NA0', 'NAD', 'NAE', 'NAI', 'NAJ', 'NAP', 'NAQ', 'NAX', 'NBD', 'NBP', 'NDC', 'NDE', 'NDO', 'NDP', 'NHD', 'NPW', 'ODP', 'P1H', 'PAD', 'SAD', 'SAE', 'SND', 'TAD', 'TAP', 'TDT', 'TXD', 'TXE', 'TXP', 'ZID']","['C00003', 'C00004', 'C00003', 'C00006', 'C04856', 'C00005', 'C04899']",,,,Nicotinamide-adenine dinucleotide,,,,Nicotinamide-adenine dinucleotide,,With a quinone or similar compound as acceptor.,"['C00001', 'C00011', 'C00237', 'C15602', 'C15603']",[],0
1.2.98.1,NAD/NADP,TRUE,,,TRUE,TRUE,TRUE,"The enzyme contains a tightly but noncovalently bound NADP(H) cofactor, as well as Zn2+ and Mg2+. Enzyme-bound NADPH formed by oxidation of formaldehyde to formate is oxidized back to NADP+ by reaction with a second formaldehyde, yielding methanol. The enzyme from the bacterium Mycobacterium sp. DSM 3803 also catalyses the reactions of EC 1.1.99.36, alcohol dehydrogenase (nicotinoprotein) and EC 1.1.99.37, methanol dehydrogenase (nicotinoprotein) [3]. Formaldehyde and acetaldehyde can act as donors; formaldehyde, acetaldehyde and propanal can act as acceptors [1,2].","['formaldehyde dismutase', 'aldehyde dismutase', 'cannizzanase', 'nicotinoprotein aldehyde dismutase']","['Enzyme-bound NADPH formed by oxidation of formaldehyde to formate is oxidized back to NADP(+) by reaction with a second formaldehyde, yielding methanol.', 'The enzyme from Mycobacterium sp. DSM 3803 also catalyzes the reactions of EC 1.1.99.36 and EC 1.1.99.37.', 'Formaldehyde and acetaldehyde can act as donors; formaldehyde, acetaldehyde and propanal can act as acceptors.']","['0WD', '1DG', '3AA', '3CD', '6V0', '8ID', 'A3D', 'AP0', 'CND', 'DG1', 'DN4', 'EAD', 'ENA', 'LNC', 'N01', 'NA0', 'NAD', 'NAE', 'NAI', 'NAJ', 'NAP', 'NAQ', 'NAX', 'NBD', 'NBP', 'NDC', 'NDE', 'NDO', 'NDP', 'NHD', 'NPW', 'ODP', 'P1H', 'PAD', 'SAD', 'SAE', 'SND', 'TAD', 'TAP', 'TDT', 'TXD', 'TXE', 'TXP', 'ZID']","['C00003', 'C00004', 'C00003', 'C00006', 'C04856', 'C00005', 'C04899']",,,NADP(+),Nicotinamide-adenine dinucleotide,,NAD,"['Mg2+', 'Zn2+', 'NAD']",Nicotinamide-adenine dinucleotide,,"With other, known, acceptors.","['C00001', 'C00058', 'C00067', 'C00132']",[],0
1.2.98.1,NAD/NADP,TRUE,,,TRUE,TRUE,TRUE,"The enzyme contains a tightly but noncovalently bound NADP(H) cofactor, as well as Zn2+ and Mg2+. Enzyme-bound NADPH formed by oxidation of formaldehyde to formate is oxidized back to NADP+ by reaction with a second formaldehyde, yielding methanol. The enzyme from the bacterium Mycobacterium sp. DSM 3803 also catalyses the reactions of EC 1.1.99.36, alcohol dehydrogenase (nicotinoprotein) and EC 1.1.99.37, methanol dehydrogenase (nicotinoprotein) [3]. Formaldehyde and acetaldehyde can act as donors; formaldehyde, acetaldehyde and propanal can act as acceptors [1,2].","['formaldehyde dismutase', 'aldehyde dismutase', 'cannizzanase', 'nicotinoprotein aldehyde dismutase']","['Enzyme-bound NADPH formed by oxidation of formaldehyde to formate is oxidized back to NADP(+) by reaction with a second formaldehyde, yielding methanol.', 'The enzyme from Mycobacterium sp. DSM 3803 also catalyzes the reactions of EC 1.1.99.36 and EC 1.1.99.37.', 'Formaldehyde and acetaldehyde can act as donors; formaldehyde, acetaldehyde and propanal can act as acceptors.']","['0WD', '1DG', '3AA', '3CD', '6V0', '8ID', 'A3D', 'AP0', 'CND', 'DG1', 'DN4', 'EAD', 'ENA', 'LNC', 'N01', 'NA0', 'NAD', 'NAE', 'NAI', 'NAJ', 'NAP', 'NAQ', 'NAX', 'NBD', 'NBP', 'NDC', 'NDE', 'NDO', 'NDP', 'NHD', 'NPW', 'ODP', 'P1H', 'PAD', 'SAD', 'SAE', 'SND', 'TAD', 'TAP', 'TDT', 'TXD', 'TXE', 'TXP', 'ZID']","['C00003', 'C00004', 'C00003', 'C00006', 'C04856', 'C00005', 'C04899']",,,NAD(+),Nicotinamide-adenine dinucleotide,,NAD,"['Mg2+', 'Zn2+', 'NAD']",Nicotinamide-adenine dinucleotide,,"With other, known, acceptors.","['C00001', 'C00058', 'C00067', 'C00132']",[],0
1.21.4.3,NAD/NADP,TRUE,,,,,TRUE,"The reaction is observed only in the direction of sarcosine reduction. The enzyme from Eubacterium acidaminophilum consists of subunits A, B and C. Subunit B contains selenocysteine and a pyruvoyl group, and is responsible for sarcosine binding and methylamine release. Subunit A, which also contains selenocysteine, is reduced by thioredoxin, and is needed to convert the carboxymethyl group into a ketene equivalent, in turn used by subunit C to produce acetyl phosphate. Only subunit B distinguishes this enzyme from EC 1.21.4.2 (glycine reductase) and EC 1.21.4.4 (betaine reductase).",['sarcosine reductase'],,"['0WD', '1DG', '3AA', '3CD', '6V0', '8ID', 'A3D', 'AP0', 'CND', 'DG1', 'DN4', 'EAD', 'ENA', 'LNC', 'N01', 'NA0', 'NAD', 'NAE', 'NAI', 'NAJ', 'NAP', 'NAQ', 'NAX', 'NBD', 'NBP', 'NDC', 'NDE', 'NDO', 'NDP', 'NHD', 'NPW', 'ODP', 'P1H', 'PAD', 'SAD', 'SAE', 'SND', 'TAD', 'TAP', 'TDT', 'TXD', 'TXE', 'TXP', 'ZID']","['C00003', 'C00004', 'C00003', 'C00006', 'C04856', 'C00005', 'C04899']",,,,Nicotinamide-adenine dinucleotide,,,,Nicotinamide-adenine dinucleotide,,With a disulfide as acceptor.,"['C00001', 'C00009', 'C00213', 'C00218', 'C00227', 'C00342', 'C00343']",[],0
1.21.4.4,NAD/NADP,TRUE,,,,,TRUE,"The reaction is observed only in the direction of betaine reduction. The enzyme from Eubacterium acidaminophilum consists of subunits A, B and C. Subunit B contains selenocysteine and a pyruvoyl group, and is responsible for betaine binding and trimethylamine release. Subunit A, which also contains selenocysteine, is reduced by thioredoxin, and is needed to convert the carboxymethyl group into a ketene equivalent, in turn used by subunit C to produce acetyl phosphate. Only subunit B distinguishes this enzyme from EC 1.21.4.2 (glycine reductase) and EC 1.21.4.3 (sarcosine reductase).","['betaine reductase', 'acetyl-phosphate trimethylamine:thioredoxin disulfide oxidoreductase (N,N,N-trimethylglycine-forming)']",,"['0WD', '1DG', '3AA', '3CD', '6V0', '8ID', 'A3D', 'AP0', 'CND', 'DG1', 'DN4', 'EAD', 'ENA', 'LNC', 'N01', 'NA0', 'NAD', 'NAE', 'NAI', 'NAJ', 'NAP', 'NAQ', 'NAX', 'NBD', 'NBP', 'NDC', 'NDE', 'NDO', 'NDP', 'NHD', 'NPW', 'ODP', 'P1H', 'PAD', 'SAD', 'SAE', 'SND', 'TAD', 'TAP', 'TDT', 'TXD', 'TXE', 'TXP', 'ZID']","['C00003', 'C00004', 'C00003', 'C00006', 'C04856', 'C00005', 'C04899']",,,,Nicotinamide-adenine dinucleotide,,,,Nicotinamide-adenine dinucleotide,,With a disulfide as acceptor.,"['C00001', 'C00009', 'C00227', 'C00342', 'C00343', 'C00565', 'C00719']",[],0
1.3.3.3,NAD/NADP,TRUE,,,,,TRUE,,"['coproporphyrinogen oxidase', 'coproporphyrinogen III oxidase', 'coproporphyrinogenase']",,"['0WD', '1DG', '3AA', '3CD', '6V0', '8ID', 'A3D', 'AP0', 'CND', 'DG1', 'DN4', 'EAD', 'ENA', 'LNC', 'N01', 'NA0', 'NAD', 'NAE', 'NAI', 'NAJ', 'NAP', 'NAQ', 'NAX', 'NBD', 'NBP', 'NDC', 'NDE', 'NDO', 'NDP', 'NHD', 'NPW', 'ODP', 'P1H', 'PAD', 'SAD', 'SAE', 'SND', 'TAD', 'TAP', 'TDT', 'TXD', 'TXE', 'TXP', 'ZID']","['C00003', 'C00004', 'C00003', 'C00006', 'C04856', 'C00005', 'C04899']",,,,Nicotinamide-adenine dinucleotide,,,,Nicotinamide-adenine dinucleotide,,With oxygen as acceptor.,"['C00001', 'C00007', 'C00011', 'C01079', 'C03263']",[],0
