ec,rule,rn
3.5.4.25,297,R00425
3.5.4.26,2492_7501,R03459
3.5.4.27,869,R03464
3.5.4.28,2002_65,R00193
3.5.4.29,304,R07306
3.5.4.3,2002_65,R01676
3.5.4.3,2492,R01676
3.5.4.30,70,R07307
3.5.4.31,2002_65,R09660
3.5.4.33,2492,R10223
3.5.4.4,2002,R02556
3.5.4.4,2002,R01560
3.5.4.4,288,R02556
3.5.4.4,288,R01560
3.5.4.4,2492,R02556
3.5.4.4,2492,R01560
3.5.4.40,2002_65,R10695
3.5.4.42,2002_65,R06967
3.5.4.42,2002_65,R05560
3.5.4.44,2484_283,R09800
3.5.4.5,2492,R08221
3.5.4.5,2492,R01878
3.5.4.5,2492,R02485
3.5.4.6,2002,R00181
3.5.4.9,2003_2007,R01655
3.5.5.1,246,R00540
3.5.5.1,246,R01887
3.5.5.1,246,R03093
3.5.5.1,246,R03542
3.5.5.1,246,R05591
3.5.5.1,246,R07855
3.5.5.4,246,R00486
3.5.5.4,246,R01267
3.5.5.4,246,R00485
3.5.5.8,3686_4_830,R05780
3.5.99.10,301,R11098
3.5.99.10,301,R11099
3.5.99.2,150,R09993
3.5.99.2,150,R02133
3.5.99.5,301,R03887
3.5.99.6,2003,R00765
3.5.99.6,2007,R00765
3.5.99.7,2003,R00997
3.5.99.8,2011_304,R09661
3.6.1.1,2493_282,R00004
3.6.1.1,2,R00004
3.6.1.1,2006_5104,R00004
3.6.1.1,108_2,R00004
3.6.1.1,2006,R00004
3.6.1.11,7527,R03409
3.6.1.11,7527,R03042
3.6.1.11,131_2484,R03409
3.6.1.11,131_2484,R03042
3.6.1.11,5000,R03409
3.6.1.11,5000,R03042
3.6.1.11,2006_5104,R03409
3.6.1.11,2006_5104,R03042
3.6.1.11,131,R03409
3.6.1.11,131,R03042
3.6.1.11,2484,R03409
3.6.1.11,2484,R03042
3.6.1.12,221,R01667
3.6.1.12,221,R01668
3.6.1.12,159,R01667
3.6.1.12,159,R01668
3.6.1.13,246,R01054
3.6.1.13,221,R01054
3.6.1.14,1_160_192_2004_56_580,R00723
3.6.1.14,1_160_192_2004_56_580,R00128
3.6.1.15,271,R00615
3.6.1.15,271,R00086
3.6.1.15,271,R02319
3.6.1.15,11_3544_5090_6072_67,R00615
3.6.1.15,11_3544_5090_6072_67,R00086
3.6.1.15,11_3544_5090_6072_67,R02319
3.6.1.15,101_148_2004,R00615
3.6.1.15,101_148_2004,R00086
3.6.1.15,101_148_2004,R02319
3.6.1.15,2003_304_4967,R00615
3.6.1.15,2003_304_4967,R00086
3.6.1.15,2003_304_4967,R02319
3.6.1.15,2003_219_3596_7529,R00615
3.6.1.15,2003_219_3596_7529,R00086
3.6.1.15,2003_219_3596_7529,R02319
3.6.1.15,7529,R00615
3.6.1.15,7529,R00086
3.6.1.15,7529,R02319
3.6.1.15,11_5090_6072,R00615
3.6.1.15,11_5090_6072,R00086
3.6.1.15,11_5090_6072,R02319
3.6.1.15,1_2004_5101_PDBChainNotFound,R00615
3.6.1.15,1_2004_5101_PDBChainNotFound,R00086
3.6.1.15,1_2004_5101_PDBChainNotFound,R02319
3.6.1.15,11_5090_67,R00615
3.6.1.15,11_5090_67,R00086
3.6.1.15,11_5090_67,R02319
3.6.1.15,11_3540,R00615
3.6.1.15,11_3540,R00086
3.6.1.15,11_3540,R02319
3.6.1.15,2004_5101,R00615
3.6.1.15,2004_5101,R00086
3.6.1.15,2004_5101,R02319
3.6.1.15,1_PDBChainNotFound,R00615
3.6.1.15,1_PDBChainNotFound,R00086
3.6.1.15,1_PDBChainNotFound,R02319
3.6.1.15,157,R00615
3.6.1.15,157,R00086
3.6.1.15,157,R02319
3.6.1.15,1,R00615
3.6.1.15,1,R00086
3.6.1.15,1,R02319
3.6.1.15,3795,R00615
3.6.1.15,3795,R00086
3.6.1.15,3795,R02319
3.6.1.15,11,R00615
3.6.1.15,11,R00086
3.6.1.15,11,R02319
3.6.1.15,10,R00615
3.6.1.15,10,R00086
3.6.1.15,10,R02319
3.6.1.15,1_2004_5101,R00615
3.6.1.15,1_2004_5101,R00086
3.6.1.15,1_2004_5101,R02319
3.6.1.15,926,R00615
3.6.1.15,926,R00086
3.6.1.15,926,R02319
3.6.1.15,219,R00615
3.6.1.15,219,R00086
3.6.1.15,219,R02319
3.6.1.15,1_10,R00615
3.6.1.15,1_10,R00086
3.6.1.15,1_10,R02319
3.6.1.15,11_3539_3540,R00615
3.6.1.15,11_3539_3540,R00086
3.6.1.15,11_3539_3540,R02319
3.6.1.15,6128,R00615
3.6.1.15,6128,R00086
3.6.1.15,6128,R02319
3.6.1.15,1_304_4967,R00615
3.6.1.15,1_304_4967,R00086
3.6.1.15,1_304_4967,R02319
3.6.1.15,11_3544_5090_6072,R00615
3.6.1.15,11_3544_5090_6072,R00086
3.6.1.15,11_3544_5090_6072,R02319
3.6.1.15,2004_5101_PDBChainNotFound,R00615
3.6.1.15,2004_5101_PDBChainNotFound,R00086
3.6.1.15,2004_5101_PDBChainNotFound,R02319
3.6.1.15,3544,R00615
3.6.1.15,3544,R00086
3.6.1.15,3544,R02319
3.6.1.15,2003_219,R00615
3.6.1.15,2003_219,R00086
3.6.1.15,2003_219,R02319
3.6.1.15,3544_PDBChainNotFound,R00615
3.6.1.15,3544_PDBChainNotFound,R00086
3.6.1.15,3544_PDBChainNotFound,R02319
3.6.1.15,3427,R00615
3.6.1.15,3427,R00086
3.6.1.15,3427,R02319
3.6.1.15,2003,R00615
3.6.1.15,2003,R00086
3.6.1.15,2003,R02319
3.6.1.15,2004,R00615
3.6.1.15,2004,R00086
3.6.1.15,2004,R02319
3.6.1.15,1_10_PDBChainNotFound,R00615
3.6.1.15,1_10_PDBChainNotFound,R00086
3.6.1.15,1_10_PDBChainNotFound,R02319
3.6.1.15,304_4967_7003,R00615
3.6.1.15,304_4967_7003,R00086
3.6.1.15,304_4967_7003,R02319
3.6.1.15,157_7523,R00615
3.6.1.15,157_7523,R00086
3.6.1.15,157_7523,R02319
3.6.1.15,3639,R00615
3.6.1.15,3639,R00086
3.6.1.15,3639,R02319
3.6.1.15,10_PDBChainNotFound,R00615
3.6.1.15,10_PDBChainNotFound,R00086
3.6.1.15,10_PDBChainNotFound,R02319
3.6.1.15,3829,R00615
3.6.1.15,3829,R00086
3.6.1.15,3829,R02319
3.6.1.15,304_4967,R00615
3.6.1.15,304_4967,R00086
3.6.1.15,304_4967,R02319
3.6.1.15,2484,R00615
3.6.1.15,2484,R00086
3.6.1.15,2484,R02319
3.6.1.15,304_4967_PDBChainNotFound,R00615
3.6.1.15,304_4967_PDBChainNotFound,R00086
3.6.1.15,304_4967_PDBChainNotFound,R02319
3.6.1.15,5090,R00615
3.6.1.15,5090,R00086
3.6.1.15,5090,R02319
3.6.1.15,11_5090,R00615
3.6.1.15,11_5090,R00086
3.6.1.15,11_5090,R02319
3.6.1.15,573,R00615
3.6.1.15,573,R00086
3.6.1.15,573,R02319
3.6.1.15,6120,R00615
3.6.1.15,6120,R00086
3.6.1.15,6120,R02319
3.6.1.15,280,R00615
3.6.1.15,280,R00086
3.6.1.15,280,R02319
3.6.1.15,3828_3829,R00615
3.6.1.15,3828_3829,R00086
3.6.1.15,3828_3829,R02319
3.6.1.16,246,R00855
3.6.1.17,221,R00184
3.6.1.17,221,R00969
3.6.1.17,221,R02805
3.6.1.17,221,R01232
3.6.1.22,221,R03004
3.6.1.22,221,R00103
3.6.1.22,221,R11104
3.6.1.22,221_375,R03004
3.6.1.22,221_375,R00103
3.6.1.22,221_375,R11104
3.6.1.23,170,R11896
3.6.1.23,170,R02100
3.6.1.23,101_2484_4,R11896
3.6.1.23,101_2484_4,R02100
3.6.1.23,221,R11896
3.6.1.23,221,R02100
3.6.1.23,159,R11896
3.6.1.23,159,R02100
3.6.1.23,1,R11896
3.6.1.23,1,R02100
3.6.1.23,4,R11896
3.6.1.23,4,R02100
3.6.1.23,2484_304_4967,R11896
3.6.1.23,2484_304_4967,R02100
3.6.1.23,70,R11896
3.6.1.23,70,R02100
3.6.1.23,2484_4,R11896
3.6.1.23,2484_4,R02100
3.6.1.23,101_2484,R11896
3.6.1.23,101_2484,R02100
3.6.1.23,2484,R11896
3.6.1.23,2484,R02100
3.6.1.23,70_PDBChainNotFound,R11896
3.6.1.23,70_PDBChainNotFound,R02100
3.6.1.25,601_868,R00138
3.6.1.25,868,R00138
3.6.1.26,312,R01797
3.6.1.26,2003,R01797
3.6.1.27,7014,R05627
3.6.1.27,180,R05627
3.6.1.28,868,R00618
3.6.1.29,304_7515,R00187
3.6.1.29,246_312,R00187
3.6.1.29,312,R00187
3.6.1.31,159,R04035
3.6.1.31,159_239,R04035
3.6.1.41,246,R00125
3.6.1.45,221,R00287
3.6.1.45,221,R03986
3.6.1.45,246_805,R00287
3.6.1.45,246_805,R03986
3.6.1.5,2484,R00085
3.6.1.5,2484,R00122
3.6.1.5,2484,R00155
3.6.1.5,2484,R00159
3.6.1.5,2484,R00328
3.6.1.5,2484,R00335
3.6.1.5,2484,R00514
3.6.1.5,2484,R00569
3.6.1.5,2484,R00719
3.6.1.5,2484,R00961
3.6.1.5,2484,R02092
3.6.1.5,2484,R02095
3.6.1.5,2484,R10443
3.6.1.5,2484,R10442
3.6.1.52,221,R05777
3.6.1.52,221,R05779
3.6.1.52,2007,R05777
3.6.1.52,2007,R05779
3.6.1.53,246,R09538
3.6.1.54,246,R04549
3.6.1.54,2003_2492,R04549
3.6.1.55,221,R09832
3.6.1.56,221,R09833
3.6.1.57,7512,R09834
3.6.1.58,221,R09877
3.6.1.58,221,R12595
3.6.1.58,221_7525,R09877
3.6.1.58,221_7525,R12595
3.6.1.59,312_519,R04368
3.6.1.6,5,R00155
3.6.1.6,5,R00328
3.6.1.6,5,R00329
3.6.1.6,5,R00961
3.6.1.6,4237,R00155
3.6.1.6,4237,R00328
3.6.1.6,4237,R00329
3.6.1.6,4237,R00961
3.6.1.60,221,R09881
3.6.1.60,221,R09882
3.6.1.61,221,R09879
3.6.1.61,221,R09880
3.6.1.61,221_7525,R09879
3.6.1.61,221_7525,R09880
3.6.1.61,221_7525,R00184
3.6.1.62,221,R10815
3.6.1.62,221_4310,R10815
3.6.1.64,221,R00961
3.6.1.64,221,R10235
3.6.1.65,221,R00515
3.6.1.66,7504,R02720
3.6.1.66,7504,R03531
3.6.1.66,7504,R00720
3.6.1.67,221,R04638
3.6.1.68,221,R11551
3.6.1.69,221_7525,R12532
3.6.1.69,221_7525,R12533
3.6.1.7,304,R00317
3.6.1.7,304,R00539
3.6.1.7,304,R01421
3.6.1.7,304,R01515
3.6.1.7,2484_297_304_6105,R00317
3.6.1.7,2484_297_304_6105,R00539
3.6.1.7,2484_297_304_6105,R01421
3.6.1.7,2484_297_304_6105,R01515
3.6.1.8,159,R00086
3.6.1.8,159,R00287
3.6.1.8,159,R00426
3.6.1.8,159,R00515
3.6.1.8,159,R00662
3.6.1.8,159,R00720
3.6.1.8,159,R00087
3.6.1.9,221,R00160
3.6.1.9,221,R03036
3.6.1.9,221,R00087
3.6.1.9,221,R00662
3.6.1.9,221,R01532
3.6.1.9,221,R11323
3.6.1.9,304_378_7515,R00103
3.6.1.9,304_378_7515,R00160
3.6.1.9,304_378_7515,R00287
3.6.1.9,304_378_7515,R03004
3.6.1.9,304_378_7515,R03036
3.6.1.9,304_378_7515,R00087
3.6.1.9,304_378_7515,R00515
3.6.1.9,304_378_7515,R00662
3.6.1.9,304_378_7515,R01532
3.6.1.9,304_378_7515,R11323
3.6.1.9,304_7515,R00103
3.6.1.9,304_7515,R00160
3.6.1.9,304_7515,R00287
3.6.1.9,304_7515,R03004
3.6.1.9,304_7515,R03036
3.6.1.9,304_7515,R00087
3.6.1.9,304_7515,R00515
3.6.1.9,304_7515,R00662
3.6.1.9,304_7515,R01532
3.6.1.9,304_7515,R11323
3.6.1.9,920,R00103
3.6.1.9,920,R00160
3.6.1.9,920,R00287
3.6.1.9,920,R03004
3.6.1.9,920,R03036
3.6.1.9,920,R00087
3.6.1.9,920,R00515
3.6.1.9,920,R00662
3.6.1.9,920,R01532
3.6.1.9,920,R11323
3.6.1.9,304_378_7515_920,R00103
3.6.1.9,304_378_7515_920,R00160
3.6.1.9,304_378_7515_920,R00287
3.6.1.9,304_378_7515_920,R03004
3.6.1.9,304_378_7515_920,R03036
3.6.1.9,304_378_7515_920,R00087
3.6.1.9,304_378_7515_920,R00515
3.6.1.9,304_378_7515_920,R00662
3.6.1.9,304_378_7515_920,R01532
3.6.1.9,304_378_7515_920,R11323
3.6.1.9,378_7515,R00103
3.6.1.9,378_7515,R00160
3.6.1.9,378_7515,R00287
3.6.1.9,378_7515,R03004
3.6.1.9,378_7515,R03036
3.6.1.9,378_7515,R00087
3.6.1.9,378_7515,R00515
3.6.1.9,378_7515,R00662
3.6.1.9,378_7515,R01532
3.6.1.9,378_7515,R11323
3.6.1.9,7504,R00103
3.6.1.9,7504,R00160
3.6.1.9,7504,R00287
3.6.1.9,7504,R03004
3.6.1.9,7504,R03036
3.6.1.9,7504,R00087
3.6.1.9,7504,R00515
3.6.1.9,7504,R00662
3.6.1.9,7504,R01532
3.6.1.9,7504,R11323
3.6.5.1,135_2004,R00335
3.6.5.2,2004_3634_3635,R00335
3.6.5.2,3735_5,R00335
3.6.5.2,189,R00335
3.6.5.2,2004,R00335
3.6.5.2,2004_223,R00335
3.6.5.2,189_2004,R00335
3.6.5.3,2484_301_832,R00335
3.6.5.3,1,R00335
3.6.5.3,1_2004_7526,R00335
3.6.5.3,1_2004_375,R00335
3.6.5.3,1_7526,R00335
3.6.5.3,1_2004,R00335
3.6.5.4,181_2004,R00335
3.6.5.4,101_181_2004,R00335
3.6.5.5,2004_3615,R00335
3.6.5.5,2004_6108,R00335
3.6.5.5,220,R00335
3.6.5.5,2004_220_6108,R00335
3.6.5.5,2004_220,R00335
3.6.5.5,108_2004_6126,R00335
3.6.5.6,2003_301,R00335
3.7.1.1,2002,R00338
3.7.1.11,2003_7574,R05100
3.7.1.14,7579,R02603
3.7.1.14,7579,R06789
3.7.1.17,7579,R09883
3.7.1.18,2486,R10051
3.7.1.19,7579,R07515
3.7.1.2,11_4,R01364
3.7.1.24,331,R12392
3.7.1.3,3016_7577,R02668
3.7.1.3,3016_7577,R03936
3.7.1.3,3016_7577,R00987
3.7.1.4,331,R02901
3.7.1.5,11,R00543
3.7.1.5,11,R01085
3.7.1.7,7579,R03781
3.7.1.7,2486,R03781
3.7.1.8,7579,R05359
3.7.1.8,7579,R02606
3.7.1.9,7579,R05296
3.7.1.9,7579,R05362
3.7.1.9,7579,R05865
3.7.1.9,7579,R02604
3.8.1.10,608,R03830
3.8.1.10,608,R07308
3.8.1.2,2006_3787,R03830
3.8.1.2,2006_3787,R05287
3.8.1.2,608,R05287
3.8.1.2,2006,R03830
3.8.1.2,2006,R05287
3.8.1.3,7579,R02336
3.8.1.3,7579,R02857
3.8.1.3,7579,R05287
3.8.1.5,7579,R03523
3.8.1.5,7579,R05369
3.8.1.5,7579,R05370
3.8.1.5,7579,R02337
3.8.1.5,7579,R05284
3.8.1.5,7579,R05367
3.8.1.5,7579,R05368
3.8.1.5,7579,R07669
3.8.1.5,7579,R07670
3.8.1.7,2486,R08118
3.8.1.7,2486,R04101
3.8.1.8,2002_65,R05569
3.8.1.8,2002_65,R06968
3.8.1.8,2002_65,R05558
3.9.1.2,2007,R11095
3.9.1.3,4114,R11258
3.9.1.3,4114,R11259
4.1.1.1,2003_7574,R00755
4.1.1.1,2003_7574,R00224
4.1.1.1,2003_7574,R00636
4.1.1.102,1_327_3688,R03367
4.1.1.102,1_327_3688,R02952
4.1.1.102,1_327_3688,R11070
4.1.1.102,1_327_3688,R11071
4.1.1.102,9,R03367
4.1.1.102,9,R02952
4.1.1.102,9,R11070
4.1.1.102,9,R11071
4.1.1.104,281,R11716
4.1.1.104,281,R11717
4.1.1.105,3016_7577,R11932
4.1.1.105,3016_7577,R00685
4.1.1.106,2003_244,R11915
4.1.1.107,3016_7577,R11916
4.1.1.11,1_PDBChainNotFound,R00489
4.1.1.11,3016_7577,R00489
4.1.1.11,1,R00489
4.1.1.111,101_304,R12000
4.1.1.112,11,R00995
4.1.1.112,11,R00217
4.1.1.112,2002,R00995
4.1.1.112,2002,R00217
4.1.1.112,2487,R00995
4.1.1.112,2487,R00217
4.1.1.12,3016_7577,R00863
4.1.1.12,3016_7577,R00397
4.1.1.15,3016_7577,R01682
4.1.1.15,3016_7577,R02466
4.1.1.15,3016_7577,R00261
4.1.1.15,11_233,R00489
4.1.1.15,11_233,R01682
4.1.1.15,11_233,R02466
4.1.1.15,11_233,R00261
4.1.1.17,2007_275_3016_7577,R00670
4.1.1.17,1_2002,R00670
4.1.1.18,2007_275_3016_7577,R00462
4.1.1.18,7563,R00462
4.1.1.18,1_2002,R00462
4.1.1.19,2007_275_3016_7577,R00566
4.1.1.19,1_1054_2002_604,R00566
4.1.1.19,303,R00566
4.1.1.19,1_2002,R00566
4.1.1.19,303_PDBChainNotFound,R00566
4.1.1.2,10,R00522
4.1.1.20,1_2002,R00451
4.1.1.21,2007_206,R04209
4.1.1.21,2003_206_325,R04209
4.1.1.21,2007,R04209
4.1.1.22,3016_7577,R01167
4.1.1.23,7573,R00965
4.1.1.23,2002_7573,R00965
4.1.1.23,2002,R00965
4.1.1.25,3016_7577,R02080
4.1.1.25,3016_7577,R00736
4.1.1.28,3016_7577,R00699
4.1.1.28,3016_7577,R04909
4.1.1.28,3016_7577,R02701
4.1.1.31,159_2002,R00345
4.1.1.31,2002,R00345
4.1.1.32,2004,R00726
4.1.1.32,2004,R00431
4.1.1.33,212_304,R01121
4.1.1.35,2003,R01384
4.1.1.36,7564,R03269
4.1.1.36,2003,R03269
4.1.1.37,2002,R04972
4.1.1.37,2002,R03197
4.1.1.39,4085_PDBChainNotFound,R03140
4.1.1.39,4085_PDBChainNotFound,R00024
4.1.1.39,2002_302_304,R03140
4.1.1.39,2002_302_304,R00024
4.1.1.39,2002_304,R03140
4.1.1.39,2002_304,R00024
4.1.1.4,4295,R01366
4.1.1.43,2003_7574,R01974
4.1.1.43,2003_7574,R01377
4.1.1.44,608,R03470
4.1.1.45,2002,R04323
4.1.1.47,2003_7574,R00013
4.1.1.48,2002,R03508
4.1.1.49,2004,R00341
4.1.1.5,4111,R02948
4.1.1.50,331_PDBChainNotFound,R00178
4.1.1.50,331,R00178
4.1.1.51,281,R03461
4.1.1.6,298_4021,R02243
4.1.1.64,3016_7577,R03854
4.1.1.66,2002,R00973
4.1.1.68,11,R04380
4.1.1.68,11,R04133
4.1.1.7,2003_7574,R02672
4.1.1.7,2003_7574,R01764
4.1.1.71,7522_7574,R00272
4.1.1.71,323_7522_7574,R00272
4.1.1.72,2003_7574,R03894
4.1.1.73,7510,R01751
4.1.1.76,2007,R05173
4.1.1.77,11,R05374
4.1.1.77,11,R02602
4.1.1.8,2003_7574,R01908
4.1.1.81,3016_7577,R06530
4.1.1.83,2500_374_7090,R07312
4.1.1.84,315,R07313
4.1.1.85,2002,R07125
4.1.1.9,213,R05373
4.1.1.9,213,R00233
4.1.1.9,213_3599,R05373
4.1.1.9,213_3599,R00233
4.1.1.91,2002,R09539
4.1.1.95,1_2002,R08907
4.1.1.96,1_2002,R09082
4.1.1.96,1_2002,R09081
4.1.1.97,230,R06604
4.1.1.97,4110,R06604
4.1.1.97,11_4110,R06604
4.1.1.98,1_327_3688,R04985
4.1.1.98,1_327_3688,R04986
4.1.2.10,2003_244,R01409
4.1.2.10,2003_244,R02811
4.1.2.10,2003_244,R01767
4.1.2.10,7579,R01409
4.1.2.10,7579,R02811
4.1.2.10,7579,R01767
4.1.2.13,2002_PDBChainNotFound,R01829
4.1.2.13,2002_PDBChainNotFound,R02568
4.1.2.13,2002_PDBChainNotFound,R01068
4.1.2.13,2002_PDBChainNotFound,R01070
4.1.2.13,304,R01829
4.1.2.13,304,R02568
4.1.2.13,304,R01068
4.1.2.13,304,R01070
4.1.2.13,109_2002,R01829
4.1.2.13,109_2002,R02568
4.1.2.13,109_2002,R01068
4.1.2.13,109_2002,R01070
4.1.2.13,2002,R01829
4.1.2.13,2002,R02568
4.1.2.13,2002,R01068
4.1.2.13,2002,R01070
4.1.2.14,2002,R05605
4.1.2.17,281,R02262
4.1.2.19,281,R01785
4.1.2.19,281,R02263
4.1.2.20,2002,R02754
4.1.2.20,2002,R03277
4.1.2.21,2002_3405,R01064
4.1.2.21,2002,R01064
4.1.2.22,7522_7574,R00761
4.1.2.25,230_304,R03504
4.1.2.25,230,R03504
4.1.2.25,2002_304,R03504
4.1.2.25,283,R03504
4.1.2.27,3016_7577,R06516
4.1.2.27,3016_7577,R02464
4.1.2.28,2002,R01782
4.1.2.38,2003_7574,R00027
4.1.2.4,2002,R01066
4.1.2.40,2002,R01069
4.1.2.42,1_2002,R08195
4.1.2.42,1_2002,R08196
4.1.2.43,2002,R05338
4.1.2.45,2002,R05136
4.1.2.47,7579,R01553
4.1.2.47,7579,R09359
4.1.2.48,3016_7577,R00751
4.1.2.48,3016_7577,R06171
4.1.2.50,230,R09959
4.1.2.51,2002,R10616
4.1.2.51,2002,R08570
4.1.2.52,2002,R01647
4.1.2.52,2002,R01645
4.1.2.53,2002,R02261
4.1.2.57,2002,R10760
4.1.2.61,2486,R12566
4.1.2.61,2486,R05772
4.1.2.61,2486,R05773
4.1.2.8,2002,R02340
4.1.3.1,2002_213,R00479
4.1.3.1,2002,R00479
4.1.3.16,2002,R00470
4.1.3.16,2002,R00471
4.1.3.16,2002,R10283
4.1.3.17,2487,R00008
4.1.3.17,2487,R00350
4.1.3.22,2002,R00325
4.1.3.24,2002,R00473
4.1.3.24,2002,R00934
4.1.3.25,2002,R00237
4.1.3.26,2002,R08090
4.1.3.27,880,R00985
4.1.3.27,880,R00986
4.1.3.27,2007_880,R00985
4.1.3.27,2007_880,R00986
4.1.3.3,2002,R01811
4.1.3.30,2002,R00409
4.1.3.32,2002,R01355
4.1.3.36,2486,R07263
4.1.3.36,2486,R04150
4.1.3.38,4020_4045,R05553
4.1.3.39,103_2002,R00750
4.1.3.4,2002,R01360
4.1.3.40,814,R01302
4.1.3.41,1_2002,R09717
4.1.3.41,1_2002,R09718
4.1.3.44,2002,R10552
4.1.3.44,2007,R10552
4.1.3.45,301,R10597
4.1.3.6,2002,R00362
4.1.3.6,2003,R00362
4.1.99.1,3016_7577,R00673
4.1.99.11,2500_7090,R05598
4.1.99.11,2500_374_7090,R05598
4.1.99.12,297_7580,R07281
4.1.99.12,297,R07281
4.1.99.16,141,R08543
4.1.99.16,141,R09487
4.1.99.17,2002,R03472
4.1.99.2,3016_7577,R00728
4.1.99.22,2002,R09394
4.1.99.3,182_2005,R00034
4.1.99.3,182_2005,R08765
4.1.99.5,150,R09466
4.1.99.5,150,R03728
4.2.1.1,208,R00132
4.2.1.1,208,R10092
4.2.1.1,62,R00132
4.2.1.1,62,R10092
4.2.1.1,4126,R00132
4.2.1.1,4126,R10092
4.2.1.1,302,R00132
4.2.1.1,302,R10092
4.2.1.1,3806_4126,R00132
4.2.1.1,3806_4126,R10092
4.2.1.10,2007_4002,R03084
4.2.1.10,2002,R03084
4.2.1.10,2007,R03084
4.2.1.10,2002_2003_2007,R03084
4.2.1.103,2007,R05771
4.2.1.104,101_812,R10079
4.2.1.104,101_812,R03546
4.2.1.104,101_812,R07316
4.2.1.105,7579,R06793
4.2.1.105,7579,R07723
4.2.1.105,7579,R07317
4.2.1.106,243,R07318
4.2.1.106,243,R11566
4.2.1.106,243,R11565
4.2.1.107,222,R04809
4.2.1.107,222,R04813
4.2.1.107,2003,R04809
4.2.1.107,2003,R04813
4.2.1.107,268,R04809
4.2.1.107,268,R04813
4.2.1.108,10,R06979
4.2.1.109,281,R07392
4.2.1.11,2002_218,R04206
4.2.1.11,2002_218,R00658
4.2.1.110,10_5_6,R09696
4.2.1.110,10_5_6,R09694
4.2.1.110,10_5_6,R09695
4.2.1.112,1_1001_2003,R05380
4.2.1.113,2002_218,R04031
4.2.1.114,7542,R10391
4.2.1.114,7542,R10392
4.2.1.114,7542,R10393
4.2.1.114,7542,R10394
4.2.1.114,7542,R10395
4.2.1.114,7542,R10396
4.2.1.114,7542,R09720
4.2.1.114,7542,R03444
4.2.1.114,7542,R04371
4.2.1.114,2487,R10391
4.2.1.114,2487,R10392
4.2.1.114,2487,R10393
4.2.1.114,2487,R10394
4.2.1.114,2487,R10395
4.2.1.114,2487,R10396
4.2.1.114,2487,R09720
4.2.1.114,2487,R03444
4.2.1.114,2487,R04371
4.2.1.115,2003,R09697
4.2.1.116,2486,R03045
4.2.1.118,2002_211,R01627
4.2.1.118,2002,R01627
4.2.1.119,222,R07935
4.2.1.119,222,R07951
4.2.1.119,222,R09698
4.2.1.119,2003_222,R07935
4.2.1.119,2003_222,R07951
4.2.1.119,2003_222,R09698
4.2.1.119,2003,R07935
4.2.1.119,2003,R07951
4.2.1.119,2003,R09698
4.2.1.119,268,R07935
4.2.1.119,268,R07951
4.2.1.119,268,R09698
4.2.1.12,2487_4303,R02036
4.2.1.120,4033_4052_633,R10782
4.2.1.126,2007,R08555
4.2.1.127,109,R09702
4.2.1.129,109,R07323
4.2.1.130,2007,R09796
4.2.1.132,11,R05864
4.2.1.132,11,R09960
4.2.1.135,2003,R10266
4.2.1.136,2003,R10267
4.2.1.136,2003,R10268
4.2.1.139,9,R07738
4.2.1.139,9,R12307
4.2.1.141,11_4,R09186
4.2.1.144,3016_7577,R06595
4.2.1.147,212,R08058
4.2.1.148,222,R05076
4.2.1.151,7523,R10666
4.2.1.152,149,R10761
4.2.1.154,304,R06699
4.2.1.155,2486,R10936
4.2.1.155,2486,R10945
4.2.1.155,2486,R10946
4.2.1.155,2486,R10947
4.2.1.155,2486,R06973
4.2.1.156,2002_218,R11075
4.2.1.157,2007,R11076
4.2.1.158,2002_218,R11077
4.2.1.159,221,R05518
4.2.1.159,221,R06428
4.2.1.159,221,R11034
4.2.1.17,129_2003_2486,R03224
4.2.1.17,129_2003_2486,R04137
4.2.1.17,129_2003_2486,R05595
4.2.1.17,129_2003_2486,R06411
4.2.1.17,129_2003_2486,R06412
4.2.1.17,129_2003_2486,R06942
4.2.1.17,129_2003_2486,R08093
4.2.1.17,129_2003_2486,R02685
4.2.1.17,129_2003_2486,R03026
4.2.1.17,129_2003_2486,R03045
4.2.1.17,129_2003_2486,R04170
4.2.1.17,129_2003_2486,R04204
4.2.1.17,129_2003_2486,R04224
4.2.1.17,129_2003_2486,R04738
4.2.1.17,129_2003_2486,R04740
4.2.1.17,129_2003_2486,R04744
4.2.1.17,129_2003_2486,R04746
4.2.1.17,129_2003_2486,R04749
4.2.1.17,129_2003_2486,R07314
4.2.1.17,129_2003_2486,R07889
4.2.1.17,129_2003_2486,R07893
4.2.1.17,129_2003_2486,R07897
4.2.1.17,2486,R03224
4.2.1.17,2486,R04137
4.2.1.17,2486,R05595
4.2.1.17,2486,R06411
4.2.1.17,2486,R06412
4.2.1.17,2486,R06942
4.2.1.17,2486,R08093
4.2.1.17,2486,R02685
4.2.1.17,2486,R03026
4.2.1.17,2486,R04170
4.2.1.17,2486,R04204
4.2.1.17,2486,R04224
4.2.1.17,2486,R04738
4.2.1.17,2486,R04740
4.2.1.17,2486,R04744
4.2.1.17,2486,R04746
4.2.1.17,2486,R04749
4.2.1.17,2486,R07314
4.2.1.17,2486,R07889
4.2.1.17,2486,R07893
4.2.1.17,2486,R07897
4.2.1.17,129,R03224
4.2.1.17,129,R04137
4.2.1.17,129,R05595
4.2.1.17,129,R06411
4.2.1.17,129,R06412
4.2.1.17,129,R06942
4.2.1.17,129,R08093
4.2.1.17,129,R02685
4.2.1.17,129,R03026
4.2.1.17,129,R03045
